reviewer_name,date,rating,text,developer_reply
Unknown,"May 17, 2025",5,"supratik roy choudhurymore_vert Flag inappropriateMay 17, 2025I recently got my visa for Egypt applied through Atlys. The experience has been excellent. The entire process from applying to receiving the approved visa was very smooth and hassle-free. I received the Visa along with invitation letter within 36 hrs of applying. The Atlys customer care service too has been very efficient. Always available and very prompt to resolve all queries either through the app or directly over WhatsApp. Thanks, Team Atlys for all your support.5 people found this review helpfulDid you find this helpful?YesNoAtlysMay 19, 2025Hi there, thank you for sharing your feedback. Happy travelling!","supratik roy choudhurymore_vert Flag inappropriateMay 17, 2025I recently got my visa for Egypt applied through Atlys. The experience has been excellent. The entire process from applying to receiving the approved visa was very smooth and hassle-free. I received the Visa along with invitation letter within 36 hrs of applying. The Atlys customer care service too has been very efficient. Always available and very prompt to resolve all queries either through the app or directly over WhatsApp. Thanks, Team Atlys for all your support.5 people found this review helpfulDid you find this helpful?YesNoAtlysMay 19, 2025Hi there, thank you for sharing your feedback. Happy travelling!"
Unknown,"June 4, 2025",5,"Farhan Habibmore_vert Flag inappropriateShow review historyJune 4, 2025Great app, brilliant support. Had applied for US Visa, got the slots within the promised time period. They had sent all the FAQs, required doc list etc over WhatsApp chat. Very prompt in replying to queries. Additionally loved their AI mock interview feature which provided great analysis and result too post the mock interview. That really helped in gathering insight about my interview prep. Highly recommended.1 person found this review helpfulDid you find this helpful?YesNoAtlysJune 4, 2025Hi there, thank you for sharing your feedback. We are glad to serve you. Happy travelling!","Farhan Habibmore_vert Flag inappropriateShow review historyJune 4, 2025Great app, brilliant support. Had applied for US Visa, got the slots within the promised time period. They had sent all the FAQs, required doc list etc over WhatsApp chat. Very prompt in replying to queries. Additionally loved their AI mock interview feature which provided great analysis and result too post the mock interview. That really helped in gathering insight about my interview prep. Highly recommended.1 person found this review helpfulDid you find this helpful?YesNoAtlysJune 4, 2025Hi there, thank you for sharing your feedback. We are glad to serve you. Happy travelling!"
Unknown,"May 10, 2025",1,"Kushagra Agarwalmore_vert Flag inappropriateMay 10, 2025Terrible experience using this app. In the app it was mentioned and assured that they will get the passports picked up and dropped by atlys agents but they used porter instead which is a very unsecured method for pick up and delivery of passports. Their customer service is also very unreliable.4 people found this review helpfulDid you find this helpful?YesNoAtlysMay 26, 2025Hi, we're truly sorry for the disappointing experience. Please share your registered contact number/email ID at review-escalations@atlys.com so that we can get this investigated and assist you better.","Kushagra Agarwalmore_vert Flag inappropriateMay 10, 2025Terrible experience using this app. In the app it was mentioned and assured that they will get the passports picked up and dropped by atlys agents but they used porter instead which is a very unsecured method for pick up and delivery of passports. Their customer service is also very unreliable.4 people found this review helpfulDid you find this helpful?YesNoAtlysMay 26, 2025Hi, we're truly sorry for the disappointing experience. Please share your registered contact number/email ID at review-escalations@atlys.com so that we can get this investigated and assist you better."
Unknown,"May 24, 2025",1,"Hardikmore_vert Flag inappropriateMay 24, 2025Atlys is all talk, no action. Applied for a USA visa—no guidance, wrong info, and a promised refund that never came. Tried again for Greece—10 days, no call, no reply. The app and website are buggy messes across platforms. Feels like a scam wrapped in a sleek UI. You’re better off using a local agent who at least responds.2 people found this review helpfulDid you find this helpful?YesNoAtlysMay 24, 2025Hi Hardik, we regret the inconvenience caused. Please share your registered email address on review-escalations@atlys.com so that we can assist you/resolve this for you at the earliest.","Hardikmore_vert Flag inappropriateMay 24, 2025Atlys is all talk, no action. Applied for a USA visa—no guidance, wrong info, and a promised refund that never came. Tried again for Greece—10 days, no call, no reply. The app and website are buggy messes across platforms. Feels like a scam wrapped in a sleek UI. You’re better off using a local agent who at least responds.2 people found this review helpfulDid you find this helpful?YesNoAtlysMay 24, 2025Hi Hardik, we regret the inconvenience caused. Please share your registered email address on review-escalations@atlys.com so that we can assist you/resolve this for you at the earliest."
Unknown,"April 1, 2025",1,"Archana C.Kmore_vert Flag inappropriateShow review historyApril 1, 2025Honestly one of the worst experiences. I took a leap of faith to try them out and I unfortunately had to change my travel plans the very day I made the payment. I have reached out in so many ways including emails, texts & calls and not a single person has taken the effort to make a refund or even give me a decent response about timeline. There are no customer care numbers available and they absolutely don't care. So yeah, expect a travel agent but not a sophisticated one that's worth their fee17 people found this review helpfulDid you find this helpful?YesNo","Archana C.Kmore_vert Flag inappropriateShow review historyApril 1, 2025Honestly one of the worst experiences. I took a leap of faith to try them out and I unfortunately had to change my travel plans the very day I made the payment. I have reached out in so many ways including emails, texts & calls and not a single person has taken the effort to make a refund or even give me a decent response about timeline. There are no customer care numbers available and they absolutely don't care. So yeah, expect a travel agent but not a sophisticated one that's worth their fee17 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 9, 2025",1,"Iram Khanmore_vert Flag inappropriateApril 9, 2025There’s no coordination between their teams , I kept getting repeated calls asking for documents I’d already submitted. I was asked to upload the same files on the app and email them again for no clear reason. They delayed submitting my application to the embassy, and I had to constantly follow up. Communication stopped completely after that no updates, no clarity.After constant chasing, I was finally told my visa was approved. But now there’s no sign of my passport. I regret using atyls11 people found this review helpfulDid you find this helpful?YesNo","Iram Khanmore_vert Flag inappropriateApril 9, 2025There’s no coordination between their teams , I kept getting repeated calls asking for documents I’d already submitted. I was asked to upload the same files on the app and email them again for no clear reason. They delayed submitting my application to the embassy, and I had to constantly follow up. Communication stopped completely after that no updates, no clarity.After constant chasing, I was finally told my visa was approved. But now there’s no sign of my passport. I regret using atyls11 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"June 9, 2025",1,"Muhammad Ahmadmore_vert Flag inappropriateShow review historyJune 9, 2025Multiple times multiple people contacted that they will speed up the process, actually this is also a drama which I am facing from last two weeks, no refund received, no further process, and afterwards also they will ask for further payment but who knows it's real visa or not. So now it's Gospel truth thay this app and website is juts a scam. Google must remove this fraudulent app from they Google Play listDid you find this helpful?YesNoAtlysJune 9, 2025We are extremely sorry for the disappointing experience. Please share your registered credentials(email address/ phone number) to us at review-escalations@atlys.com so that our team and investigate this on priority and get back to you with the best possible resolution. Your feedback is valuable and helps us improve.
","Muhammad Ahmadmore_vert Flag inappropriateShow review historyJune 9, 2025Multiple times multiple people contacted that they will speed up the process, actually this is also a drama which I am facing from last two weeks, no refund received, no further process, and afterwards also they will ask for further payment but who knows it's real visa or not. So now it's Gospel truth thay this app and website is juts a scam. Google must remove this fraudulent app from they Google Play listDid you find this helpful?YesNoAtlysJune 9, 2025We are extremely sorry for the disappointing experience. Please share your registered credentials(email address/ phone number) to us at review-escalations@atlys.com so that our team and investigate this on priority and get back to you with the best possible resolution. Your feedback is valuable and helps us improve.
"
Unknown,"May 14, 2025",5,"Eline Priyadarshinimore_vert Flag inappropriateMay 14, 2025Atlys helped me get my appointment Confirmation for US (B1/B2) in matter of 2-3 days through their premium services. It was hassle free and quite helpful from the team for accommodating my requirement and meeting the timelines to get the appointment. The team is professional and can comprehend the challenges of individual and help them with the visa process and guidelines.4 people found this review helpfulDid you find this helpful?YesNoAtlysMay 19, 2025Hi there, thank you for sharing your feedback. Happy travelling!","Eline Priyadarshinimore_vert Flag inappropriateMay 14, 2025Atlys helped me get my appointment Confirmation for US (B1/B2) in matter of 2-3 days through their premium services. It was hassle free and quite helpful from the team for accommodating my requirement and meeting the timelines to get the appointment. The team is professional and can comprehend the challenges of individual and help them with the visa process and guidelines.4 people found this review helpfulDid you find this helpful?YesNoAtlysMay 19, 2025Hi there, thank you for sharing your feedback. Happy travelling!"
Unknown,"April 11, 2025",5,"Vishal Chawlamore_vert Flag inappropriateApril 11, 2025Got visa on time for Vietnam. Appreciate the quick response from the team. Just one thing, if there could be a customer care number through which we could speak to someone. Although you can have a call back arranged through the chat, but having this customer care number is just a better thing to have. Rest all in all, the process of visa app filling was very smooth, no hassle. Got the Visa before the date they had committed.4 people found this review helpfulDid you find this helpful?YesNo","Vishal Chawlamore_vert Flag inappropriateApril 11, 2025Got visa on time for Vietnam. Appreciate the quick response from the team. Just one thing, if there could be a customer care number through which we could speak to someone. Although you can have a call back arranged through the chat, but having this customer care number is just a better thing to have. Rest all in all, the process of visa app filling was very smooth, no hassle. Got the Visa before the date they had committed.4 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 30, 2025",5,"lalith kishoremore_vert Flag inappropriateApril 30, 2025Atlys saved me months of waiting for my US Tourist visa! They expertly guided me through the application process and somehow secured an interview slot within one month instead of the usual six-month wait. Their team was responsive, knowledgeable, and made the whole experience stress-free. If you need visa help, especially with tight timeframes, Atlys is absolutely worth it.4 people found this review helpfulDid you find this helpful?YesNo","lalith kishoremore_vert Flag inappropriateApril 30, 2025Atlys saved me months of waiting for my US Tourist visa! They expertly guided me through the application process and somehow secured an interview slot within one month instead of the usual six-month wait. Their team was responsive, knowledgeable, and made the whole experience stress-free. If you need visa help, especially with tight timeframes, Atlys is absolutely worth it.4 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 16, 2025",3,"Saurabh Guptamore_vert Flag inappropriateShow review historyApril 16, 2025Applied for Singapore visa for attending a conference. Atlys pickup was scheduled for 8th Apr but wasn't picked up for 3 days. They don't have any customer support phone no and their chat is useless and nobody will ever respond. As my travel date is nearby, I kept contacting them but got no response. In the end, I had to book with another agent and asked for refund but still not getting any response. Update 16 Apr: Got full refund after multiple followups with support and escalation.4 people found this review helpfulDid you find this helpful?YesNo","Saurabh Guptamore_vert Flag inappropriateShow review historyApril 16, 2025Applied for Singapore visa for attending a conference. Atlys pickup was scheduled for 8th Apr but wasn't picked up for 3 days. They don't have any customer support phone no and their chat is useless and nobody will ever respond. As my travel date is nearby, I kept contacting them but got no response. In the end, I had to book with another agent and asked for refund but still not getting any response. Update 16 Apr: Got full refund after multiple followups with support and escalation.4 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 4, 2025",1,"Yatharth Chadhamore_vert Flag inappropriateApril 4, 2025the app is a fake! they took the payment, no invoice was issued or sent to my email. I am unable to track my application status for the Visa. I put trust looking at the advertisements the application has been making however the complete experience is pathetic. no customer care numbers mentioned, being asked to contact chat support through the app but there is no such option for the same. I applied for two urgent visa entry for baku azerbaijan and it's been a harrowing experience15 people found this review helpfulDid you find this helpful?YesNo","Yatharth Chadhamore_vert Flag inappropriateApril 4, 2025the app is a fake! they took the payment, no invoice was issued or sent to my email. I am unable to track my application status for the Visa. I put trust looking at the advertisements the application has been making however the complete experience is pathetic. no customer care numbers mentioned, being asked to contact chat support through the app but there is no such option for the same. I applied for two urgent visa entry for baku azerbaijan and it's been a harrowing experience15 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"May 3, 2025",1,"kunal mandalmore_vert Flag inappropriateShow review historyMay 3, 2025I wouldn't recommend the app if you are on a tight timeline..Their customer care service is very bad..You wouldn't get a chance to talk with them..Chat is the option and sometimes they will give a response after 15-20-30 minutes..Apps have so many glitches..my experience is very bad!1 person found this review helpfulDid you find this helpful?YesNo","kunal mandalmore_vert Flag inappropriateShow review historyMay 3, 2025I wouldn't recommend the app if you are on a tight timeline..Their customer care service is very bad..You wouldn't get a chance to talk with them..Chat is the option and sometimes they will give a response after 15-20-30 minutes..Apps have so many glitches..my experience is very bad!1 person found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 24, 2025",1,"Manish Muralidharanmore_vert Flag inappropriateMarch 24, 2025It is a fraudulent company. They took money & passports were supposed to be picked up on 21st. They didn't turn up on 21st. And they have an unresponsive customer care who replies to chats after hours. After so much escalation, picked up passports on 22nd. And for the past few days, they are sending Porter guys for pickup even when it is already picked up. Now 8 passports are missing and they keep saying they have it and will resolve it. But after 4 days, still no answer. Don't go for them.18 people found this review helpfulDid you find this helpful?YesNo","Manish Muralidharanmore_vert Flag inappropriateMarch 24, 2025It is a fraudulent company. They took money & passports were supposed to be picked up on 21st. They didn't turn up on 21st. And they have an unresponsive customer care who replies to chats after hours. After so much escalation, picked up passports on 22nd. And for the past few days, they are sending Porter guys for pickup even when it is already picked up. Now 8 passports are missing and they keep saying they have it and will resolve it. But after 4 days, still no answer. Don't go for them.18 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 25, 2025",5,"Jaikishore Sharmamore_vert Flag inappropriateShow review historyMarch 25, 2025Excellent app with minimalist design. The Profile screen has a few rounded corners that need straightening but otherwise, the UI is a charm. The opening screen presents Visa information in a manner that I've always hoped for: filters based on time and money! Lovely. There is a bug that needs a fix: on click of Chat within Customer Service Expert, there's a toast that reads ""Missing / Bad FileProvider for Fresh Chat"". The chat is a FreshWorks integration, so I suspect there's something there.10 people found this review helpfulDid you find this helpful?YesNo","Jaikishore Sharmamore_vert Flag inappropriateShow review historyMarch 25, 2025Excellent app with minimalist design. The Profile screen has a few rounded corners that need straightening but otherwise, the UI is a charm. The opening screen presents Visa information in a manner that I've always hoped for: filters based on time and money! Lovely. There is a bug that needs a fix: on click of Chat within Customer Service Expert, there's a toast that reads ""Missing / Bad FileProvider for Fresh Chat"". The chat is a FreshWorks integration, so I suspect there's something there.10 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 8, 2025",1,"sincerelydhruvmore_vert Flag inappropriateApril 8, 2025I don't leave reviews. but this is just painfully frustrating. first they did not apply for my visa until 3 days after the ""guaranteed visa date"" so they applied for my visa over one month late. Then when they applied, they did not ask for all the documents immediately and asked them a bit later. They did not give any updates whatsoever nor did they inform me anything. My visa application was rejected and no reason was given and I still haven't received my refund that they guarantee.6 people found this review helpfulDid you find this helpful?YesNo","sincerelydhruvmore_vert Flag inappropriateApril 8, 2025I don't leave reviews. but this is just painfully frustrating. first they did not apply for my visa until 3 days after the ""guaranteed visa date"" so they applied for my visa over one month late. Then when they applied, they did not ask for all the documents immediately and asked them a bit later. They did not give any updates whatsoever nor did they inform me anything. My visa application was rejected and no reason was given and I still haven't received my refund that they guarantee.6 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 23, 2025",5,"Sudhanshu Saurabh Guptamore_vert Flag inappropriateShow review historyApril 23, 2025I recently availed your services, which worked well for me. After that I signed up for your forex card and the nightmare started. The problem is not with the service itself. The problem is your customer support service. You only have one chat feature, which doesn't have any accountability to respond on time. Today I received my Forex card and Atlys promised to improve their customer support soon. So upgrading from 3 star to 5 star.4 people found this review helpfulDid you find this helpful?YesNo","Sudhanshu Saurabh Guptamore_vert Flag inappropriateShow review historyApril 23, 2025I recently availed your services, which worked well for me. After that I signed up for your forex card and the nightmare started. The problem is not with the service itself. The problem is your customer support service. You only have one chat feature, which doesn't have any accountability to respond on time. Today I received my Forex card and Atlys promised to improve their customer support soon. So upgrading from 3 star to 5 star.4 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 2, 2025",1,"Vikas Sharmamore_vert Flag inappropriateShow review historyApril 2, 2025They are doing fraud with the customer every time i have to chase them for all my visa application. They don't have customer care helpline. they always need to connect with chat. During the time for o immigration I have asked them for recent travel insurance and itinerary but they are always saying we are working on it and will share shortly, I have completed my trip but still they are saying the same thing to me. They are focusing on fees and after no customer service. Highly not recommended#10 people found this review helpfulDid you find this helpful?YesNo","Vikas Sharmamore_vert Flag inappropriateShow review historyApril 2, 2025They are doing fraud with the customer every time i have to chase them for all my visa application. They don't have customer care helpline. they always need to connect with chat. During the time for o immigration I have asked them for recent travel insurance and itinerary but they are always saying we are working on it and will share shortly, I have completed my trip but still they are saying the same thing to me. They are focusing on fees and after no customer service. Highly not recommended#10 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"April 3, 2025",3,"Simarpreet Singhmore_vert Flag inappropriateApril 3, 2025What stupid update to the app have you pushed, now it does not allow you to upload multiple documents in a section. Earlier, you had the option to add multiple to a particular section and now it only allows for one single file upload.3 people found this review helpfulDid you find this helpful?YesNo","Simarpreet Singhmore_vert Flag inappropriateApril 3, 2025What stupid update to the app have you pushed, now it does not allow you to upload multiple documents in a section. Earlier, you had the option to add multiple to a particular section and now it only allows for one single file upload.3 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 29, 2025",1,"SUNIL KUMARmore_vert Flag inappropriateMarch 29, 2025Worst mistake of my life to trust them for my visa. Pathetic customer experience, if you have lot of free time to waste in your life on the endless followups with a robotic chatbot, I would recommend to use this platform for visa processing. Best thing is that they do a lot of false promises around timelines and professionalism but at the end just sit like a duck on your documents. Not even have a number for you to reach out. Genuine feedback for a customer who is still struggling.13 people found this review helpfulDid you find this helpful?YesNo","SUNIL KUMARmore_vert Flag inappropriateMarch 29, 2025Worst mistake of my life to trust them for my visa. Pathetic customer experience, if you have lot of free time to waste in your life on the endless followups with a robotic chatbot, I would recommend to use this platform for visa processing. Best thing is that they do a lot of false promises around timelines and professionalism but at the end just sit like a duck on your documents. Not even have a number for you to reach out. Genuine feedback for a customer who is still struggling.13 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"March 31, 2025",1,"S Josephmore_vert Flag inappropriateMarch 31, 2025had a really bad experience. they take your money in the very beginning. then there is no more communication, except an email with the receipt. there is no way to reach out to them. for contact us - they provide a adress in Delhi, that's it. no email, or phone number. please avoid if you can. on their website, 'talk to us' takes you to AI bot, that gives you generic answers and which has no access to any of your details.9 people found this review helpfulDid you find this helpful?YesNo","S Josephmore_vert Flag inappropriateMarch 31, 2025had a really bad experience. they take your money in the very beginning. then there is no more communication, except an email with the receipt. there is no way to reach out to them. for contact us - they provide a adress in Delhi, that's it. no email, or phone number. please avoid if you can. on their website, 'talk to us' takes you to AI bot, that gives you generic answers and which has no access to any of your details.9 people found this review helpfulDid you find this helpful?YesNo"
Unknown,"May 8, 2025",1,"Vishal Kumarmore_vert Flag inappropriateMay 8, 2025they create whatsapp group after payment on the app for further coordination, however, nobody replies on their whatsapp group. It's been more than a month that I made payment on Atlys and still my DS160 form is not filled. Theirs no other support channel. please avoid this app, it's they don't care about your visa application once they receive money.4 people found this review helpfulDid you find this helpful?YesNo","Vishal Kumarmore_vert Flag inappropriateMay 8, 2025they create whatsapp group after payment on the app for further coordination, however, nobody replies on their whatsapp group. It's been more than a month that I made payment on Atlys and still my DS160 form is not filled. Theirs no other support channel. please avoid this app, it's they don't care about your visa application once they receive money.4 people found this review helpfulDid you find this helpful?YesNo"
